,release_year,Adult,Kids,Older Kids,Teens,Movie,TV Show,show_duration,movie_duration
1940,2019,0,0,1,0,1,0,0,120
1941,2019,0,0,0,1,1,0,0,118
1942,2019,1,0,0,0,1,0,0,98
1943,2018,1,0,0,0,1,0,0,104
1944,2019,1,0,0,0,1,0,0,52
1945,2015,0,0,0,1,1,0,0,117
1946,2019,0,0,0,1,1,0,0,100
1947,2019,1,0,0,0,1,0,0,86
1948,2019,1,0,0,0,0,1,2,0
1949,2019,1,0,0,0,0,1,1,0
1950,2019,1,0,0,0,1,0,0,69
1951,2019,0,0,0,1,1,0,0,119
1952,2019,1,0,0,0,1,0,0,123
1953,2019,1,0,0,0,1,0,0,93
1954,2018,1,0,0,0,1,0,0,107
1955,2019,0,0,1,0,1,0,0,46
1956,2019,0,0,0,1,0,1,1,0
1957,2014,1,0,0,0,0,1,1,0
1958,2012,1,0,0,0,0,1,1,0
1959,2019,0,0,0,1,1,0,0,117
1960,2016,1,0,0,0,1,0,0,67
1961,2015,0,0,0,1,1,0,0,114
1962,2015,1,0,0,0,1,0,0,67
1963,2014,1,0,0,0,1,0,0,77
1964,2016,1,0,0,0,1,0,0,63
1965,2019,1,0,0,0,1,0,0,59
1966,2017,1,0,0,0,1,0,0,102
1967,2017,0,0,0,1,1,0,0,81
1968,2019,0,0,0,1,1,0,0,116
1969,2018,0,0,0,1,1,0,0,177
1970,2019,1,0,0,0,1,0,0,130
1971,2018,1,0,0,0,1,0,0,111
1972,2019,0,0,0,1,1,0,0,100
1973,2019,1,0,0,0,1,0,0,77
1974,2019,1,0,0,0,1,0,0,93
1975,2018,1,0,0,0,1,0,0,58
1976,2018,1,0,0,0,1,0,0,56
1977,2008,0,0,0,1,1,0,0,110
1978,2013,0,0,0,1,1,0,0,98
1979,2004,0,0,0,1,1,0,0,106
1980,2007,1,0,0,0,1,0,0,102
1981,2019,1,0,0,0,1,0,0,81
1982,2019,0,0,0,1,0,1,6,0
1983,2019,0,0,0,1,1,0,0,98
1984,2018,0,0,0,1,1,0,0,136
1985,2018,0,0,1,0,1,0,0,161
1986,2019,0,0,0,1,1,0,0,32
1987,2019,1,0,0,0,1,0,0,105
1988,2018,1,0,0,0,1,0,0,106
1989,2019,1,0,0,0,1,0,0,90
1990,2019,1,0,0,0,1,0,0,87
1991,2019,1,0,0,0,1,0,0,65
1992,2019,1,0,0,0,1,0,0,66
1993,2019,1,0,0,0,1,0,0,122
1994,2019,0,0,0,1,1,0,0,141
1995,2019,1,0,0,0,1,0,0,176
1996,2018,0,0,0,1,1,0,0,73
1997,2017,1,0,0,0,1,0,0,87
1998,2019,0,0,1,0,1,0,0,15
1999,2019,1,0,0,0,1,0,0,55
2000,2012,0,0,0,1,1,0,0,122
2001,2019,1,0,0,0,1,0,0,63
2002,2019,1,0,0,0,1,0,0,96
2003,2019,1,0,0,0,1,0,0,113
2004,2019,1,0,0,0,0,1,1,0
2005,1998,1,0,0,0,1,0,0,69
2006,1997,1,0,0,0,1,0,0,87
2007,2019,1,0,0,0,1,0,0,116
2008,2019,0,0,0,1,1,0,0,116
2009,2019,1,0,0,0,1,0,0,110
2010,2019,1,0,0,0,1,0,0,59
2011,2015,1,0,0,0,1,0,0,88
2012,2018,1,0,0,0,1,0,0,91
2013,2019,0,0,0,1,1,0,0,113
2014,2018,0,0,0,1,1,0,0,90
2015,2019,0,0,1,0,1,0,0,95
2016,2019,0,0,0,1,1,0,0,98
2017,2019,0,0,1,0,1,0,0,61
2018,2019,1,0,0,0,1,0,0,117
2019,2019,1,0,0,0,1,0,0,60
2020,2019,1,0,0,0,1,0,0,142
2021,2018,1,0,0,0,1,0,0,74
2022,2019,1,0,0,0,1,0,0,119
2023,2019,0,0,1,0,1,0,0,114
2024,2019,0,0,1,0,1,0,0,125
2025,2019,0,0,1,0,1,0,0,71
2026,2019,0,0,1,0,1,0,0,110
2027,2018,1,0,0,0,1,0,0,127
2028,2019,1,0,0,0,1,0,0,118
2029,2019,1,0,0,0,1,0,0,90
2030,2016,0,0,0,1,1,0,0,130
2031,2015,1,0,0,0,1,0,0,12
2032,2019,0,0,0,1,1,0,0,62
2033,2019,0,0,0,1,1,0,0,114
2034,2017,1,0,0,0,1,0,0,128
2035,2019,1,0,0,0,1,0,0,109
2036,2019,0,0,0,1,1,0,0,109
2037,2019,1,0,0,0,1,0,0,101
2038,2019,1,0,0,0,1,0,0,103
2039,2019,1,0,0,0,1,0,0,98
2040,2019,1,0,0,0,1,0,0,123
2041,2019,1,0,0,0,1,0,0,101
2042,2019,0,0,0,1,1,0,0,99
2043,2019,1,0,0,0,1,0,0,91
2044,2018,0,0,0,1,1,0,0,137
2045,2019,1,0,0,0,1,0,0,66
2046,2019,1,0,0,0,1,0,0,90
2047,2019,1,0,0,0,1,0,0,53
2048,2019,1,0,0,0,1,0,0,87
2049,2019,0,0,1,0,1,0,0,90
2050,2018,1,0,0,0,1,0,0,96
2051,2019,0,0,1,0,1,0,0,94
2052,2018,1,0,0,0,1,0,0,108
2053,2019,1,0,0,0,1,0,0,102
2054,2019,0,1,0,0,1,0,0,70
2055,2018,0,0,0,1,1,0,0,88
2056,2018,1,0,0,0,1,0,0,100
2057,2019,1,0,0,0,1,0,0,111
2058,2011,0,0,0,1,1,0,0,128
2059,2018,1,0,0,0,1,0,0,98
2060,2019,1,0,0,0,1,0,0,104
2061,2018,1,0,0,0,1,0,0,126
2062,2019,1,0,0,0,1,0,0,125
2063,2019,1,0,0,0,0,1,1,0
2064,2019,1,0,0,0,1,0,0,79
2065,2019,1,0,0,0,1,0,0,110
2066,2018,1,0,0,0,1,0,0,128
2067,2019,0,0,0,1,1,0,0,110
2068,2018,0,0,1,0,1,0,0,116
2069,2013,1,0,0,0,1,0,0,119
2070,2018,1,0,0,0,1,0,0,90
2071,2019,0,0,1,0,1,0,0,88
2072,2018,1,0,0,0,1,0,0,104
2073,2019,0,0,0,1,1,0,0,140
2074,2019,1,0,0,0,1,0,0,92
2075,2019,1,0,0,0,1,0,0,64
2076,2018,1,0,0,0,1,0,0,119
2077,2019,1,0,0,0,1,0,0,91
2078,2019,1,0,0,0,1,0,0,122
2079,2018,0,0,1,0,1,0,0,125
2080,2018,1,0,0,0,1,0,0,168
2081,2019,0,0,0,1,1,0,0,102
2082,2019,1,0,0,0,1,0,0,92
2083,2019,1,0,0,0,1,0,0,111
2084,2014,1,0,0,0,1,0,0,113
2085,2019,1,0,0,0,1,0,0,54
2086,2013,1,0,0,0,1,0,0,123
2087,2001,1,0,0,0,1,0,0,102
2088,2005,0,0,0,1,1,0,0,141
2089,2003,1,0,0,0,1,0,0,111
2090,2003,0,0,0,1,1,0,0,131
2091,2003,0,0,0,1,1,0,0,116
2092,2018,0,0,0,1,1,0,0,119
2093,2005,0,0,0,1,1,0,0,146
2094,2016,0,0,1,0,1,0,0,101
2095,2018,1,0,0,0,1,0,0,87
2096,2019,1,0,0,0,1,0,0,94
2097,2014,1,0,0,0,1,0,0,133
2098,2013,1,0,0,0,1,0,0,135
2099,2019,0,0,0,1,1,0,0,91
2100,2019,1,0,0,0,0,1,1,0
2101,2019,0,0,0,1,1,0,0,59
2102,2019,0,0,0,1,1,0,0,91
2103,2018,0,0,0,1,1,0,0,131
2104,2019,1,0,0,0,1,0,0,88
2105,2019,0,0,0,1,1,0,0,170
2106,2019,0,0,0,1,1,0,0,92
2107,2018,1,0,0,0,1,0,0,126
2108,2019,0,0,0,1,1,0,0,120
2109,2015,1,0,0,0,1,0,0,76
2110,2019,1,0,0,0,1,0,0,60
2111,2016,0,0,0,1,1,0,0,103
2112,2018,1,0,0,0,1,0,0,124
2113,2017,1,0,0,0,1,0,0,91
2114,2019,0,0,0,1,1,0,0,88
2115,2018,0,0,0,1,1,0,0,81
2116,2019,0,0,0,1,1,0,0,124
2117,2019,1,0,0,0,1,0,0,102
2118,2019,1,0,0,0,1,0,0,132
2119,2017,1,0,0,0,1,0,0,75
2120,2008,0,0,1,0,1,0,0,126
2121,2019,0,0,1,0,1,0,0,61
2122,2018,0,0,0,1,1,0,0,126
2123,2018,1,0,0,0,1,0,0,108
2124,2017,1,0,0,0,1,0,0,100
2125,2018,1,0,0,0,1,0,0,129
2126,2019,1,0,0,0,1,0,0,108
2127,2014,0,0,0,1,1,0,0,105
2128,2016,0,0,0,1,1,0,0,115
2129,2016,1,0,0,0,1,0,0,118
2130,2016,1,0,0,0,1,0,0,130
2131,2016,0,0,1,0,1,0,0,115
2132,2019,1,0,0,0,1,0,0,69
2133,2018,0,0,1,0,1,0,0,97
2134,2019,1,0,0,0,1,0,0,61
2135,2014,0,0,0,1,1,0,0,92
2136,2018,1,0,0,0,1,0,0,108
2137,2017,1,0,0,0,1,0,0,104
2138,2019,1,0,0,0,1,0,0,65
2139,2018,1,0,0,0,1,0,0,106
2140,2006,1,0,0,0,1,0,0,69
2141,2011,1,0,0,0,1,0,0,97
2142,2012,1,0,0,0,1,0,0,80
2143,2008,1,0,0,0,1,0,0,85
2144,2018,0,0,0,1,1,0,0,98
2145,2018,0,0,0,1,1,0,0,115
2146,2007,0,0,0,1,1,0,0,117
2147,2016,0,0,0,1,1,0,0,132
2148,2016,1,0,0,0,1,0,0,127
2149,2017,0,0,0,1,1,0,0,125
2150,2017,1,0,0,0,1,0,0,128
2151,2019,1,0,0,0,1,0,0,126
2152,2018,0,0,0,1,1,0,0,116
2153,2019,1,0,0,0,1,0,0,90
2154,2019,1,0,0,0,1,0,0,111
2155,2019,0,0,1,0,1,0,0,100
2156,2018,1,0,0,0,1,0,0,99
2157,2012,0,0,0,1,1,0,0,105
2158,2014,0,0,0,1,1,0,0,128
2159,2015,1,0,0,0,1,0,0,91
2160,2015,1,0,0,0,1,0,0,127
2161,2019,1,0,0,0,1,0,0,94
2162,2015,0,0,0,1,1,0,0,124
2163,2011,1,0,0,0,1,0,0,103
2164,2018,1,0,0,0,1,0,0,118
2165,2018,1,0,0,0,1,0,0,89
2166,2018,1,0,0,0,1,0,0,103
2167,2014,0,1,0,0,1,0,0,87
2168,2018,0,0,0,1,1,0,0,93
2169,2012,0,1,0,0,1,0,0,90
2170,2019,0,0,1,0,1,0,0,114
2171,2018,1,0,0,0,1,0,0,107
2172,2008,0,0,1,0,1,0,0,97
2173,2018,1,0,0,0,1,0,0,103
2174,2018,1,0,0,0,1,0,0,125
2175,2015,1,0,0,0,1,0,0,130
2176,2015,0,0,0,1,1,0,0,119
2177,2014,0,0,1,0,1,0,0,110
2178,2017,0,0,0,1,1,0,0,120
2179,2018,0,0,1,0,1,0,0,102
2180,2013,0,0,0,1,1,0,0,125
2181,2013,0,0,1,0,1,0,0,127
2182,2017,0,0,0,1,1,0,0,121
2183,2014,0,0,0,1,1,0,0,113
2184,2015,1,0,0,0,1,0,0,118
2185,2012,1,0,0,0,1,0,0,132
2186,2006,1,0,0,0,1,0,0,61
2187,2018,0,0,1,0,1,0,0,80
2188,2018,1,0,0,0,1,0,0,110
2189,2016,1,0,0,0,1,0,0,70
2190,2019,1,0,0,0,1,0,0,117
2191,2019,1,0,0,0,1,0,0,89
2192,2019,1,0,0,0,1,0,0,84
2193,2018,0,0,1,0,1,0,0,131
2194,2018,1,0,0,0,1,0,0,139
2195,2001,0,0,1,0,1,0,0,42
2196,2017,1,0,0,0,1,0,0,79
2197,2018,0,0,0,1,1,0,0,96
2198,2015,1,0,0,0,1,0,0,114
2199,2018,1,0,0,0,1,0,0,111
2200,2017,1,0,0,0,1,0,0,112
2201,2012,1,0,0,0,1,0,0,103
2202,2017,1,0,0,0,1,0,0,104
2203,2004,0,0,0,1,1,0,0,102
2204,2012,0,0,0,1,1,0,0,97
2205,2015,1,0,0,0,0,1,1,0
2206,2018,0,0,0,1,1,0,0,132
2207,2006,1,0,0,0,1,0,0,120
2208,2002,0,0,0,1,1,0,0,137
2209,2018,1,0,0,0,1,0,0,82
2210,2008,0,0,0,1,1,0,0,115
2211,2018,1,0,0,0,1,0,0,130
2212,2019,1,0,0,0,1,0,0,62
2213,2019,1,0,0,0,1,0,0,91
2214,2019,0,0,1,0,1,0,0,63
2215,2019,1,0,0,0,1,0,0,74
2216,2018,1,0,0,0,1,0,0,136
2217,2019,1,0,0,0,1,0,0,59
2218,2018,1,0,0,0,1,0,0,91
2219,2017,0,0,0,1,1,0,0,93
2220,2018,1,0,0,0,1,0,0,100
2221,2014,0,0,1,0,1,0,0,22
2222,2018,0,0,1,0,1,0,0,22
2223,2019,1,0,0,0,1,0,0,113
2224,2018,0,0,1,0,1,0,0,110
2225,2017,1,0,0,0,1,0,0,120
2226,2010,0,0,0,1,1,0,0,127
2227,2017,0,0,0,1,1,0,0,74
2228,2018,1,0,0,0,1,0,0,137
2229,2018,1,0,0,0,1,0,0,86
2230,2012,0,0,0,1,1,0,0,125
2231,2018,1,0,0,0,1,0,0,114
2232,2016,0,0,0,1,1,0,0,143
2233,2015,0,0,0,1,1,0,0,121
2234,2017,0,0,0,1,1,0,0,119
2235,2018,1,0,0,0,1,0,0,150
2236,2018,1,0,0,0,1,0,0,88
2237,2018,1,0,0,0,1,0,0,105
2238,2018,1,0,0,0,1,0,0,96
2239,2017,1,0,0,0,0,1,1,0
2240,2019,0,0,0,1,1,0,0,96
2241,2018,0,0,0,1,1,0,0,96
2242,2019,1,0,0,0,1,0,0,90
2243,2018,1,0,0,0,1,0,0,97
2244,2016,0,0,0,1,1,0,0,88
2245,2018,0,0,0,1,1,0,0,127
2246,2017,1,0,0,0,1,0,0,125
2247,2018,0,0,0,1,1,0,0,116
2248,2018,1,0,0,0,1,0,0,102
2249,2019,1,0,0,0,1,0,0,65
2250,2016,1,0,0,0,1,0,0,106
2251,2017,1,0,0,0,1,0,0,117
2252,2018,1,0,0,0,1,0,0,136
2253,2017,1,0,0,0,1,0,0,104
2254,2018,1,0,0,0,1,0,0,91
2255,2019,1,0,0,0,1,0,0,99
2256,2018,0,0,1,0,1,0,0,91
2257,2018,0,0,0,1,1,0,0,117
2258,2018,0,0,0,1,1,0,0,95
2259,1999,1,0,0,0,1,0,0,101
2260,2018,0,0,0,1,1,0,0,102
2261,2018,0,0,1,0,1,0,0,95
2262,1975,0,0,1,0,1,0,0,92
2263,2015,0,0,0,1,1,0,0,111
2264,2018,1,0,0,0,1,0,0,115
2265,2012,1,0,0,0,1,0,0,61
2266,2017,0,0,1,0,1,0,0,97
2267,2017,1,0,0,0,1,0,0,120
2268,2017,1,0,0,0,1,0,0,148
2269,2010,1,0,0,0,1,0,0,48
2270,1991,1,0,0,0,1,0,0,28
2271,1992,1,0,0,0,1,0,0,61
2272,1993,1,0,0,0,1,0,0,56
2273,1989,1,0,0,0,1,0,0,81
2274,1987,1,0,0,0,1,0,0,50
2275,1991,1,0,0,0,1,0,0,49
2276,1991,1,0,0,0,1,0,0,71
2277,2018,0,0,0,1,1,0,0,100
2278,1990,1,0,0,0,1,0,0,30
2279,2011,1,0,0,0,1,0,0,146
2280,2008,1,0,0,0,1,0,0,127
2281,2012,1,0,0,0,1,0,0,46
2282,2011,0,0,0,1,1,0,0,57
2283,2018,1,0,0,0,1,0,0,122
2284,2012,1,0,0,0,1,0,0,109
2285,2018,1,0,0,0,1,0,0,96
2286,2018,0,0,1,0,0,1,1,0
2287,2018,1,0,0,0,1,0,0,105
2288,2018,1,0,0,0,1,0,0,124
2289,2011,1,0,0,0,1,0,0,78
2290,2018,0,0,1,0,1,0,0,22
2291,2012,1,0,0,0,1,0,0,95
2292,2015,1,0,0,0,1,0,0,82
2293,2014,1,0,0,0,1,0,0,89
2294,2018,1,0,0,0,1,0,0,90
2295,2018,1,0,0,0,0,1,1,0
2296,2018,1,0,0,0,1,0,0,85
2297,2018,0,1,0,0,1,0,0,29
2298,2018,0,0,0,1,1,0,0,137
2299,2014,0,0,1,0,1,0,0,27
2300,2014,1,0,0,0,1,0,0,112
2301,2014,1,0,0,0,1,0,0,112
2302,2018,1,0,0,0,1,0,0,153
2303,2014,0,0,0,1,1,0,0,123
2304,2018,0,0,1,0,1,0,0,90
2305,2017,0,0,0,1,1,0,0,84
2306,2018,1,0,0,0,1,0,0,79
2307,2018,1,0,0,0,1,0,0,83
2308,2018,1,0,0,0,1,0,0,145
2309,2018,1,0,0,0,1,0,0,135
2310,2018,1,0,0,0,1,0,0,68
2311,2018,0,0,0,1,1,0,0,96
2312,2018,0,0,0,1,1,0,0,110
2313,2018,0,0,0,1,1,0,0,105
2314,2018,1,0,0,0,0,1,1,0
2315,2018,1,0,0,0,1,0,0,98
2316,2018,0,0,0,1,1,0,0,155
2317,2011,0,0,0,1,1,0,0,122
2318,2009,1,0,0,0,1,0,0,87
2319,2018,1,0,0,0,1,0,0,98
2320,2013,1,0,0,0,1,0,0,130
2321,2014,0,0,0,1,1,0,0,105
2322,2014,0,0,0,1,1,0,0,110
2323,2018,0,0,0,1,1,0,0,81
2324,2011,0,0,1,0,1,0,0,115
2325,2014,0,0,0,1,1,0,0,113
2326,2015,0,0,0,1,1,0,0,146
2327,2015,0,0,0,1,1,0,0,118
2328,2016,1,0,0,0,1,0,0,109
2329,2009,0,0,0,1,1,0,0,117
2330,2010,1,0,0,0,1,0,0,95
2331,2017,1,0,0,0,1,0,0,124
2332,2013,1,0,0,0,1,0,0,96
2333,2008,1,0,0,0,1,0,0,96
2334,2018,0,0,1,0,1,0,0,93
2335,2018,0,1,0,0,1,0,0,30
2336,2018,1,0,0,0,1,0,0,82
2337,2018,0,0,0,1,1,0,0,127
2338,2018,1,0,0,0,1,0,0,114
2339,2018,1,0,0,0,1,0,0,119
2340,2018,1,0,0,0,1,0,0,101
2341,2018,1,0,0,0,1,0,0,96
2342,2018,0,1,0,0,1,0,0,44
2343,2018,0,0,1,0,1,0,0,104
2344,2018,1,0,0,0,1,0,0,91
2345,2018,0,0,1,0,1,0,0,91
2346,2018,1,0,0,0,1,0,0,114
2347,2018,0,0,0,1,1,0,0,91
2348,2018,1,0,0,0,1,0,0,64
2349,2007,0,1,0,0,1,0,0,89
2350,2018,1,0,0,0,1,0,0,95
2351,2018,1,0,0,0,1,0,0,94
2352,2018,1,0,0,0,1,0,0,133
2353,2018,0,0,1,0,1,0,0,122
2354,2017,0,0,1,0,1,0,0,86
2355,2018,0,0,0,1,1,0,0,111
2356,2018,1,0,0,0,1,0,0,111
2357,2018,0,0,0,1,1,0,0,121
2358,2018,0,0,0,1,1,0,0,119
2359,2017,0,0,0,1,1,0,0,115
2360,2018,1,0,0,0,1,0,0,128
2361,2009,0,0,0,1,1,0,0,99
2362,2017,1,0,0,0,1,0,0,106
2363,2018,1,0,0,0,1,0,0,122
2364,2018,0,0,0,1,1,0,0,129
2365,2018,1,0,0,0,1,0,0,116
2366,2018,0,1,0,0,1,0,0,95
2367,2018,1,0,0,0,1,0,0,122
2368,2018,1,0,0,0,1,0,0,98
2369,2009,0,0,0,1,1,0,0,117
2370,2008,0,0,0,1,1,0,0,95
2371,2015,0,0,0,1,1,0,0,146
2372,2013,0,0,0,1,1,0,0,136
2373,2011,0,0,0,1,1,0,0,91
2374,2018,0,0,0,1,1,0,0,123
2375,2012,0,0,0,1,1,0,0,144
2376,2010,0,0,0,1,1,0,0,121
2377,2018,0,0,1,0,1,0,0,91
2378,2006,0,0,0,1,1,0,0,158
2379,2007,0,0,0,1,1,0,0,157
2380,2009,0,0,0,1,1,0,0,124
2381,2010,0,0,1,0,1,0,0,106
2382,2018,1,0,0,0,1,0,0,92
2383,2017,1,0,0,0,1,0,0,80
2384,2015,0,0,0,1,1,0,0,126
2385,2013,1,0,0,0,1,0,0,129
2386,2012,0,0,0,1,1,0,0,133
2387,2007,0,0,0,1,1,0,0,109
2388,2012,1,0,0,0,1,0,0,143
2389,2013,0,0,0,1,1,0,0,140
2390,2012,0,0,0,1,1,0,0,150
2391,2013,0,0,1,0,1,0,0,128
2392,2013,1,0,0,0,1,0,0,120
2393,2012,0,0,0,1,1,0,0,154
2394,2006,1,0,0,0,1,0,0,45
2395,2015,0,0,0,1,1,0,0,132
2396,2007,0,0,0,1,1,0,0,126
2397,2013,1,0,0,0,1,0,0,95
2398,2008,1,0,0,0,1,0,0,135
2399,2014,0,0,0,1,1,0,0,139
2400,2011,1,0,0,0,1,0,0,131
2401,2008,0,0,0,1,1,0,0,118
2402,2010,0,0,0,1,1,0,0,129
2403,2014,0,0,0,1,1,0,0,131
2404,2013,0,0,0,1,1,0,0,146
2405,2013,0,0,0,1,1,0,0,123
2406,2014,0,0,0,1,1,0,0,141
2407,2015,1,0,0,0,1,0,0,93
2408,2017,1,0,0,0,1,0,0,91
2409,2016,1,0,0,0,1,0,0,106
2410,2008,0,0,0,1,1,0,0,131
2411,2011,0,0,1,0,1,0,0,104
2412,2018,1,0,0,0,1,0,0,126
2413,2015,1,0,0,0,1,0,0,118
2414,2006,0,0,0,1,1,0,0,94
2415,2018,0,0,0,1,1,0,0,126
2416,2018,1,0,0,0,1,0,0,90
2417,2018,1,0,0,0,1,0,0,115
2418,2018,1,0,0,0,1,0,0,93
2419,2018,1,0,0,0,1,0,0,74
2420,2018,0,0,0,1,1,0,0,102
2421,2018,1,0,0,0,1,0,0,104
2422,2018,1,0,0,0,1,0,0,51
2423,2018,0,0,1,0,1,0,0,86
2424,2018,1,0,0,0,1,0,0,140
2425,2013,0,0,0,1,1,0,0,122
2426,2016,1,0,0,0,1,0,0,95
2427,2018,1,0,0,0,1,0,0,121
2428,2018,1,0,0,0,1,0,0,131
2429,2018,1,0,0,0,1,0,0,63
2430,2017,1,0,0,0,1,0,0,150
2431,2018,1,0,0,0,1,0,0,159
2432,2018,0,0,0,1,1,0,0,131
2433,2018,1,0,0,0,1,0,0,130
2434,2018,1,0,0,0,1,0,0,99
2435,2018,0,0,0,1,1,0,0,106
2436,2018,1,0,0,0,1,0,0,97
2437,2018,1,0,0,0,1,0,0,144
2438,2018,1,0,0,0,1,0,0,110
2439,2018,1,0,0,0,1,0,0,57
2440,2018,0,0,0,1,1,0,0,119
2441,2018,0,0,0,1,1,0,0,94
2442,2018,1,0,0,0,1,0,0,89
2443,2018,1,0,0,0,1,0,0,124
2444,2017,0,0,0,1,1,0,0,121
2445,2017,1,0,0,0,1,0,0,88
2446,2017,1,0,0,0,1,0,0,111
2447,2012,1,0,0,0,1,0,0,81
2448,2014,1,0,0,0,1,0,0,137
2449,2000,1,0,0,0,1,0,0,56
2450,1982,1,0,0,0,1,0,0,80
2451,2014,1,0,0,0,1,0,0,94
2452,1979,1,0,0,0,1,0,0,94
2453,1989,0,0,0,1,1,0,0,72
2454,2016,0,0,0,1,1,0,0,140
2455,2017,0,0,1,0,1,0,0,91
2456,2009,0,0,0,1,1,0,0,97
2457,2014,0,0,0,1,1,0,0,146
2458,2016,0,0,0,1,1,0,0,118
2459,2009,0,0,0,1,1,0,0,128
2460,2009,1,0,0,0,1,0,0,137
2461,2014,0,0,1,0,1,0,0,145
2462,2012,0,0,0,1,1,0,0,106
2463,2013,0,0,0,1,1,0,0,137
2464,2014,0,0,0,1,1,0,0,129
2465,2009,0,0,1,0,1,0,0,99
2466,2017,0,0,0,1,1,0,0,155
2467,2014,0,0,0,1,1,0,0,142
2468,2008,0,0,0,1,1,0,0,214
2469,2015,0,0,1,0,1,0,0,137
2470,2009,0,0,0,1,1,0,0,128
2471,2018,0,0,0,1,1,0,0,151
2472,2014,0,0,0,1,1,0,0,121
2473,2009,0,0,0,1,1,0,0,101
2474,2008,0,0,0,1,1,0,0,145
2475,2009,0,0,0,1,1,0,0,147
2476,2016,0,0,0,1,1,0,0,90
2477,2012,0,0,0,1,1,0,0,129
2478,2005,0,0,1,0,1,0,0,129
2479,2017,0,0,0,1,1,0,0,136
2480,2016,0,0,1,0,1,0,0,117
2481,2012,0,0,0,1,1,0,0,150
2482,2011,0,0,0,1,1,0,0,134
2483,2011,0,0,0,1,1,0,0,100
2484,2018,0,1,0,0,1,0,0,44
2485,2018,0,1,0,0,1,0,0,44
2486,2009,1,0,0,0,1,0,0,111
2487,2014,0,0,0,1,1,0,0,147
2488,2013,0,0,0,1,1,0,0,115
2489,2013,0,0,1,0,1,0,0,121
2490,2016,0,0,0,1,1,0,0,103
2491,2016,0,0,0,1,1,0,0,73
2492,2015,0,0,0,1,1,0,0,129
2493,2014,0,0,0,1,1,0,0,102
2494,2013,0,0,1,0,1,0,0,122
2495,2008,0,0,0,1,1,0,0,155
2496,2013,0,0,0,1,1,0,0,139
2497,2015,0,0,1,0,1,0,0,131
2498,2017,0,0,0,1,1,0,0,127
2499,2012,0,0,0,1,1,0,0,156
2500,2013,0,0,1,0,1,0,0,132
2501,2016,0,0,0,1,1,0,0,130
2502,2010,1,0,0,0,1,0,0,137
2503,2012,0,0,0,1,1,0,0,156
2504,2009,0,0,0,1,1,0,0,132
2505,2010,0,0,0,1,1,0,0,119
2506,2015,0,0,1,0,1,0,0,140
2507,2016,0,0,0,1,1,0,0,126
2508,2012,0,0,1,0,1,0,0,107
2509,2018,1,0,0,0,1,0,0,111
2510,2018,1,0,0,0,1,0,0,130
2511,2018,1,0,0,0,1,0,0,126
2512,2018,1,0,0,0,1,0,0,108
2513,2018,1,0,0,0,1,0,0,101
2514,2018,1,0,0,0,1,0,0,124
2515,2018,1,0,0,0,1,0,0,114
2516,2018,1,0,0,0,1,0,0,98
2517,2018,1,0,0,0,1,0,0,100
2518,2018,1,0,0,0,1,0,0,123
2519,2018,0,0,1,0,1,0,0,106
2520,2018,0,0,0,1,1,0,0,106
2521,2018,1,0,0,0,1,0,0,102
2522,2014,0,0,0,1,1,0,0,146
2523,2018,1,0,0,0,1,0,0,96
2524,2018,1,0,0,0,0,1,1,0
2525,2017,1,0,0,0,1,0,0,104
2526,2018,1,0,0,0,1,0,0,109
2527,2018,0,0,0,1,1,0,0,110
2528,2017,1,0,0,0,1,0,0,110
2529,2018,0,0,1,0,1,0,0,101
2530,2017,1,0,0,0,1,0,0,94
2531,2018,1,0,0,0,1,0,0,101
2532,2017,0,0,0,1,1,0,0,141
2533,2017,0,0,0,1,1,0,0,120
2534,2017,0,0,0,1,1,0,0,140
2535,2012,1,0,0,0,1,0,0,50
2536,2018,1,0,0,0,0,1,1,0
2537,1998,1,0,0,0,1,0,0,31
2538,2018,0,0,0,1,0,1,1,0
2539,2018,1,0,0,0,1,0,0,90
2540,2017,0,0,0,1,1,0,0,110
2541,2017,0,0,0,1,1,0,0,162
2542,2017,0,0,0,1,1,0,0,139
2543,2018,0,0,0,1,1,0,0,130
2544,2017,0,0,0,1,1,0,0,145
2545,2017,1,0,0,0,1,0,0,114
2546,2018,0,0,0,1,1,0,0,100
2547,2018,1,0,0,0,1,0,0,54
2548,2018,0,0,0,1,1,0,0,150
2549,2015,1,0,0,0,1,0,0,105
2550,2018,0,0,1,0,1,0,0,124
2551,2018,1,0,0,0,1,0,0,95
2552,2018,0,0,1,0,1,0,0,12
2553,2018,1,0,0,0,1,0,0,104
2554,2014,0,0,1,0,1,0,0,143
2555,2016,0,0,0,1,1,0,0,127
2556,2018,1,0,0,0,1,0,0,100
2557,2018,0,0,1,0,1,0,0,74
2558,2018,1,0,0,0,1,0,0,104
2559,2011,1,0,0,0,1,0,0,148
2560,2011,0,0,1,0,1,0,0,127
2561,2008,1,0,0,0,1,0,0,158
2562,2016,0,0,0,1,1,0,0,124
2563,2000,0,0,0,1,1,0,0,163
2564,2010,0,0,0,1,1,0,0,121
2565,2014,1,0,0,0,1,0,0,154
2566,2014,0,0,0,1,1,0,0,127
2567,2010,0,0,0,1,1,0,0,128
2568,2012,0,0,1,0,1,0,0,98
2569,2009,0,0,0,1,1,0,0,109
2570,2016,0,0,0,1,1,0,0,168
2571,2010,0,0,0,1,1,0,0,162
2572,2006,0,0,0,1,1,0,0,159
2573,2012,0,0,0,1,1,0,0,137
