,release_year,Adult,Kids,Older Kids,Teens,Movie,TV Show,show_duration,movie_duration
656,2020,1,0,0,0,1,0,0,116
657,2020,0,0,1,0,1,0,0,123
658,1997,0,0,0,1,1,0,0,89
659,2019,1,0,0,0,1,0,0,93
660,2010,1,0,0,0,1,0,0,139
661,2008,1,0,0,0,1,0,0,112
662,2020,1,0,0,0,0,1,1,0
663,2005,0,0,1,0,1,0,0,101
664,2020,0,0,0,1,1,0,0,113
665,2018,1,0,0,0,1,0,0,89
666,2021,1,0,0,0,1,0,0,107
667,2021,0,0,1,0,1,0,0,123
668,2021,0,0,0,1,1,0,0,113
669,2021,0,0,1,0,1,0,0,90
670,2021,0,0,0,1,1,0,0,52
671,2020,1,0,0,0,1,0,0,127
672,2021,0,0,0,1,1,0,0,95
673,2018,0,0,0,1,1,0,0,121
674,2020,1,0,0,0,1,0,0,95
675,2010,0,0,0,1,1,0,0,133
676,2021,1,0,0,0,1,0,0,127
677,2020,1,0,0,0,1,0,0,95
678,2020,1,0,0,0,1,0,0,101
679,2020,1,0,0,0,1,0,0,123
680,2020,0,0,0,1,1,0,0,89
681,2013,1,0,0,0,1,0,0,100
682,2016,0,0,0,1,1,0,0,108
683,2020,1,0,0,0,1,0,0,94
684,2018,0,0,0,1,1,0,0,103
685,2020,0,1,0,0,1,0,0,105
686,2021,1,0,0,0,1,0,0,116
687,2014,0,0,1,0,1,0,0,92
688,2019,0,1,0,0,1,0,0,65
689,2020,1,0,0,0,1,0,0,115
690,2021,1,0,0,0,1,0,0,96
691,2021,0,0,0,1,1,0,0,32
692,2021,0,0,1,0,1,0,0,102
693,2011,1,0,0,0,1,0,0,102
694,2020,0,0,0,1,1,0,0,101
695,2017,1,0,0,0,1,0,0,71
696,2019,1,0,0,0,1,0,0,81
697,2020,1,0,0,0,0,1,4,0
698,2011,1,0,0,0,1,0,0,112
699,2005,0,0,0,1,1,0,0,161
700,2005,0,0,0,1,1,0,0,129
701,2021,0,0,1,0,1,0,0,85
702,2003,1,0,0,0,1,0,0,148
703,2018,1,0,0,0,1,0,0,99
704,2021,0,0,0,1,0,1,2,0
705,2020,0,0,0,1,1,0,0,101
706,2016,0,0,1,0,1,0,0,89
707,2020,1,0,0,0,1,0,0,128
708,2020,0,0,0,1,1,0,0,99
709,1999,0,0,0,1,1,0,0,126
710,2012,0,0,0,1,1,0,0,106
711,2020,0,0,0,1,1,0,0,101
712,2014,1,0,0,0,1,0,0,87
713,2009,1,0,0,0,1,0,0,111
714,1987,1,0,0,0,1,0,0,90
715,2020,0,1,0,0,1,0,0,91
716,2013,0,0,0,1,1,0,0,101
717,1997,0,0,1,0,1,0,0,96
718,2009,0,0,0,1,1,0,0,96
719,2007,1,0,0,0,1,0,0,148
720,2017,1,0,0,0,1,0,0,96
721,2011,0,0,0,1,1,0,0,98
722,1988,1,0,0,0,1,0,0,104
723,2014,0,1,0,0,0,1,1,0
724,2019,0,0,0,1,1,0,0,53
725,2011,0,0,0,1,1,0,0,113
726,2021,1,0,0,0,1,0,0,102
727,1993,0,0,0,1,1,0,0,118
728,2017,1,0,0,0,1,0,0,83
729,2014,0,0,0,1,1,0,0,116
730,2020,0,0,1,0,1,0,0,116
731,2019,0,0,0,1,1,0,0,106
732,2020,1,0,0,0,1,0,0,105
733,2020,0,0,0,1,1,0,0,8
734,2011,0,0,1,0,1,0,0,110
735,2020,1,0,0,0,1,0,0,71
736,2020,1,0,0,0,1,0,0,91
737,2020,0,1,0,0,1,0,0,46
738,2020,1,0,0,0,1,0,0,109
739,2019,0,1,0,0,1,0,0,102
740,2020,0,0,1,0,1,0,0,101
741,2019,1,0,0,0,1,0,0,94
742,2018,0,1,0,0,1,0,0,110
743,2019,0,0,0,1,1,0,0,117
744,2012,0,0,0,1,1,0,0,85
745,2020,0,0,0,1,1,0,0,119
746,2020,1,0,0,0,1,0,0,115
747,2020,1,0,0,0,1,0,0,105
748,2020,1,0,0,0,1,0,0,68
749,2020,0,0,0,1,1,0,0,57
750,2020,0,1,0,0,1,0,0,28
751,2020,1,0,0,0,1,0,0,98
752,2018,1,0,0,0,1,0,0,95
753,2019,0,0,0,1,1,0,0,96
754,2020,1,0,0,0,1,0,0,66
755,2012,0,0,0,1,1,0,0,112
756,2020,1,0,0,0,1,0,0,84
757,2020,1,0,0,0,1,0,0,94
758,2006,0,0,1,0,1,0,0,98
759,2020,1,0,0,0,0,1,1,0
760,2004,0,0,1,0,1,0,0,85
761,2009,0,0,0,1,1,0,0,120
762,2020,0,0,0,1,1,0,0,83
763,2018,1,0,0,0,1,0,0,94
764,2019,0,0,0,1,1,0,0,102
765,2017,0,0,0,1,1,0,0,111
766,2019,0,0,0,1,1,0,0,90
767,2020,1,0,0,0,0,1,1,0
768,2020,1,0,0,0,0,1,1,0
769,2012,1,0,0,0,1,0,0,110
770,2016,0,0,0,1,1,0,0,87
771,2013,0,0,0,1,1,0,0,132
772,2016,1,0,0,0,1,0,0,117
773,2020,1,0,0,0,1,0,0,50
774,2018,1,0,0,0,1,0,0,106
775,2019,0,0,0,1,1,0,0,125
776,2020,0,0,0,1,1,0,0,107
777,2020,0,0,0,1,1,0,0,91
778,2020,0,0,0,1,1,0,0,132
779,2020,1,0,0,0,1,0,0,133
780,2020,1,0,0,0,1,0,0,109
781,2016,0,1,0,0,1,0,0,107
782,2013,0,0,0,1,1,0,0,111
783,2019,1,0,0,0,1,0,0,108
784,2019,1,0,0,0,1,0,0,105
785,2020,0,0,0,1,1,0,0,119
786,2020,0,0,1,0,1,0,0,104
787,2020,0,0,1,0,1,0,0,83
788,2020,0,0,1,0,1,0,0,79
789,2016,1,0,0,0,1,0,0,115
790,2020,1,0,0,0,1,0,0,97
791,2020,1,0,0,0,0,1,1,0
792,2020,0,1,0,0,1,0,0,26
793,2020,0,0,1,0,1,0,0,46
794,2020,1,0,0,0,1,0,0,106
795,2020,1,0,0,0,1,0,0,133
796,2020,0,0,1,0,1,0,0,93
797,2019,0,0,0,1,1,0,0,108
798,2018,1,0,0,0,1,0,0,96
799,2020,1,0,0,0,1,0,0,101
800,2013,0,0,0,1,1,0,0,106
801,2020,1,0,0,0,1,0,0,54
802,2020,1,0,0,0,1,0,0,118
803,2014,0,0,0,1,1,0,0,117
804,2020,0,1,0,0,1,0,0,48
805,2009,0,0,0,1,1,0,0,139
806,2014,1,0,0,0,1,0,0,115
807,2014,0,0,0,1,1,0,0,109
808,2006,0,0,1,0,1,0,0,91
809,2020,1,0,0,0,1,0,0,60
810,2018,1,0,0,0,1,0,0,102
811,1990,0,0,0,1,1,0,0,120
812,2006,0,0,0,1,1,0,0,149
813,2018,1,0,0,0,1,0,0,91
814,2020,1,0,0,0,1,0,0,99
815,2020,0,0,1,0,1,0,0,106
816,2018,1,0,0,0,1,0,0,108
817,2019,0,1,0,0,1,0,0,45
818,2020,1,0,0,0,1,0,0,93
819,2020,0,1,0,0,1,0,0,22
820,2020,0,0,1,0,1,0,0,81
821,2020,1,0,0,0,1,0,0,98
822,2020,1,0,0,0,1,0,0,100
823,2020,1,0,0,0,1,0,0,112
824,2018,0,0,1,0,1,0,0,114
825,2020,0,0,0,1,1,0,0,68
826,2020,1,0,0,0,1,0,0,103
827,2017,0,0,0,1,1,0,0,121
828,2020,1,0,0,0,1,0,0,95
829,2020,0,0,1,0,1,0,0,87
830,2020,0,0,1,0,1,0,0,115
831,2020,0,0,0,1,1,0,0,171
832,2015,1,0,0,0,0,1,1,0
833,2020,0,1,0,0,1,0,0,46
834,2020,1,0,0,0,1,0,0,117
835,2020,1,0,0,0,1,0,0,84
836,2020,1,0,0,0,1,0,0,98
837,2020,1,0,0,0,1,0,0,83
838,2018,0,0,0,1,1,0,0,97
839,2020,0,0,1,0,1,0,0,99
840,2013,1,0,0,0,1,0,0,108
841,2019,0,0,0,1,1,0,0,93
842,2020,0,1,0,0,1,0,0,42
843,2020,0,0,1,0,1,0,0,64
844,2004,1,0,0,0,1,0,0,162
845,2011,0,0,0,1,1,0,0,130
846,2010,0,0,0,1,1,0,0,108
847,2015,0,0,0,1,1,0,0,129
848,2010,0,0,0,1,1,0,0,105
849,2016,1,0,0,0,1,0,0,133
850,2011,0,0,0,1,1,0,0,142
851,2016,0,0,0,1,1,0,0,128
852,2020,0,1,0,0,1,0,0,97
853,2018,0,1,0,0,1,0,0,107
854,2009,0,0,0,1,1,0,0,135
855,2020,0,0,1,0,1,0,0,84
856,2020,1,0,0,0,1,0,0,70
857,2016,0,0,0,1,1,0,0,124
858,2017,0,1,0,0,1,0,0,84
859,2013,0,0,1,0,1,0,0,95
860,2018,0,1,0,0,1,0,0,84
861,1954,0,1,0,0,1,0,0,120
862,2019,0,0,0,1,1,0,0,87
863,2020,0,0,1,0,1,0,0,75
864,2020,0,0,1,0,1,0,0,124
865,2020,0,0,0,1,1,0,0,95
866,2020,1,0,0,0,0,1,1,0
867,2008,0,1,0,0,1,0,0,107
868,2018,1,0,0,0,1,0,0,123
869,2013,1,0,0,0,1,0,0,85
870,2020,1,0,0,0,1,0,0,150
871,2019,1,0,0,0,1,0,0,97
872,2008,0,0,0,1,1,0,0,88
873,2020,0,0,0,1,0,1,1,0
874,2020,1,0,0,0,1,0,0,93
875,2020,1,0,0,0,1,0,0,151
876,2020,1,0,0,0,1,0,0,82
877,2019,1,0,0,0,1,0,0,148
878,2016,1,0,0,0,1,0,0,95
879,2020,1,0,0,0,1,0,0,90
880,2019,0,0,0,1,1,0,0,103
881,2020,0,1,0,0,1,0,0,87
882,2012,0,0,0,1,1,0,0,102
883,2020,0,1,0,0,1,0,0,96
884,2018,0,0,1,0,1,0,0,86
885,2020,0,0,1,0,1,0,0,136
886,2020,1,0,0,0,1,0,0,60
887,2020,0,0,0,1,1,0,0,127
888,2018,1,0,0,0,1,0,0,100
889,2019,0,0,1,0,1,0,0,87
890,2020,0,1,0,0,1,0,0,28
891,2020,0,1,0,0,1,0,0,27
892,2018,0,0,1,0,1,0,0,90
893,1989,0,0,1,0,1,0,0,102
894,2018,1,0,0,0,1,0,0,94
895,2018,1,0,0,0,1,0,0,81
896,2016,1,0,0,0,1,0,0,134
897,2012,0,0,0,1,1,0,0,114
898,1994,0,0,1,0,1,0,0,107
899,2020,1,0,0,0,1,0,0,107
900,2017,0,0,1,0,0,1,1,0
901,2018,1,0,0,0,1,0,0,130
902,2019,0,0,0,1,1,0,0,87
903,2020,0,0,0,1,1,0,0,93
904,2017,0,0,0,1,1,0,0,114
905,2020,0,0,0,1,1,0,0,91
906,2020,1,0,0,0,1,0,0,116
907,2020,1,0,0,0,1,0,0,93
908,2013,0,0,0,1,1,0,0,106
909,2020,1,0,0,0,1,0,0,105
910,2013,1,0,0,0,1,0,0,93
911,2020,1,0,0,0,1,0,0,103
912,2020,1,0,0,0,1,0,0,50
913,2020,0,0,0,1,0,1,1,0
914,2009,0,0,0,1,1,0,0,150
915,2018,1,0,0,0,1,0,0,100
916,2019,1,0,0,0,1,0,0,117
917,2019,1,0,0,0,1,0,0,87
918,2020,0,0,1,0,1,0,0,100
919,2018,0,0,0,1,1,0,0,86
920,2020,1,0,0,0,1,0,0,87
921,2018,1,0,0,0,1,0,0,103
922,2019,0,0,0,1,1,0,0,112
923,2018,0,0,0,1,1,0,0,120
924,2018,1,0,0,0,1,0,0,111
925,2020,1,0,0,0,1,0,0,78
926,2020,0,0,1,0,1,0,0,51
927,2020,0,0,0,1,1,0,0,123
928,2020,0,1,0,0,1,0,0,46
929,2020,0,0,0,1,1,0,0,102
930,1975,0,0,0,1,1,0,0,106
931,2005,0,0,0,1,1,0,0,112
932,2013,1,0,0,0,1,0,0,101
933,2014,0,0,0,1,1,0,0,96
934,2017,1,0,0,0,1,0,0,103
935,1991,1,0,0,0,1,0,0,94
936,2017,1,0,0,0,1,0,0,69
937,2012,1,0,0,0,1,0,0,81
938,2003,1,0,0,0,1,0,0,76
939,1982,0,0,0,1,1,0,0,108
940,2007,1,0,0,0,1,0,0,94
941,1999,1,0,0,0,1,0,0,106
942,2018,0,0,0,1,1,0,0,98
943,1980,0,0,0,1,1,0,0,93
944,2005,1,0,0,0,1,0,0,99
945,2012,0,0,1,0,1,0,0,93
946,2020,1,0,0,0,1,0,0,82
947,2018,1,0,0,0,1,0,0,107
948,2016,1,0,0,0,1,0,0,104
949,2020,1,0,0,0,0,1,1,0
950,2020,1,0,0,0,1,0,0,130
951,2014,1,0,0,0,1,0,0,83
952,2020,0,0,1,0,1,0,0,99
953,2016,1,0,0,0,1,0,0,77
954,2018,0,0,0,1,1,0,0,94
955,2017,0,0,1,0,1,0,0,118
956,2020,0,0,0,1,1,0,0,87
957,2020,0,0,0,1,1,0,0,101
958,2020,0,0,0,1,1,0,0,80
959,2004,0,0,0,1,1,0,0,117
960,2020,0,1,0,0,1,0,0,47
961,1990,0,0,0,1,1,0,0,165
962,1982,0,0,0,1,1,0,0,134
963,2015,1,0,0,0,1,0,0,140
964,2006,0,0,0,1,1,0,0,150
965,2002,0,0,0,1,1,0,0,156
966,2017,1,0,0,0,1,0,0,86
967,2020,1,0,0,0,1,0,0,126
968,2018,1,0,0,0,1,0,0,100
969,2020,1,0,0,0,1,0,0,124
970,2020,1,0,0,0,1,0,0,100
971,2004,1,0,0,0,1,0,0,106
972,2020,0,0,0,1,1,0,0,104
973,2020,1,0,0,0,0,1,1,0
974,2020,1,0,0,0,1,0,0,96
975,2019,0,0,0,1,1,0,0,90
976,2020,0,1,0,0,1,0,0,33
977,2017,0,0,0,1,1,0,0,81
978,2020,0,0,1,0,1,0,0,84
979,2020,1,0,0,0,1,0,0,44
980,2018,0,0,0,1,1,0,0,115
981,2016,0,0,0,1,1,0,0,94
982,2020,1,0,0,0,1,0,0,107
983,2020,1,0,0,0,1,0,0,115
984,2020,1,0,0,0,1,0,0,93
985,2017,1,0,0,0,1,0,0,107
986,2020,0,0,0,1,1,0,0,86
987,2020,1,0,0,0,1,0,0,112
988,2020,0,0,1,0,1,0,0,102
989,2017,1,0,0,0,1,0,0,91
990,2019,0,0,0,1,1,0,0,83
991,2013,1,0,0,0,1,0,0,73
992,2016,1,0,0,0,1,0,0,139
993,2016,0,0,0,1,1,0,0,101
994,2005,0,0,0,1,1,0,0,87
995,2020,0,0,0,1,1,0,0,120
996,2020,1,0,0,0,1,0,0,123
997,2018,0,0,0,1,1,0,0,95
998,2019,0,0,1,0,1,0,0,29
999,2018,1,0,0,0,1,0,0,28
1000,2020,1,0,0,0,1,0,0,122
1001,2020,1,0,0,0,1,0,0,59
1002,2020,1,0,0,0,1,0,0,80
1003,2002,0,0,0,1,1,0,0,103
1004,2013,0,0,1,0,1,0,0,104
1005,2014,0,0,0,1,1,0,0,146
1006,2008,1,0,0,0,1,0,0,135
1007,2003,0,0,1,0,1,0,0,129
1008,2009,0,0,0,1,1,0,0,115
1009,2007,0,0,0,1,1,0,0,143
1010,1999,0,0,0,1,1,0,0,173
1011,2007,0,0,0,1,1,0,0,129
1012,2007,0,0,1,0,1,0,0,149
1013,2015,0,0,0,1,1,0,0,98
1014,2011,0,0,0,1,1,0,0,127
1015,2020,0,0,0,1,1,0,0,124
1016,2020,0,1,0,0,1,0,0,85
1017,2018,0,0,1,0,1,0,0,102
1018,2016,1,0,0,0,1,0,0,129
1019,2017,1,0,0,0,1,0,0,124
1020,2017,1,0,0,0,1,0,0,118
1021,2016,1,0,0,0,1,0,0,111
1022,2016,1,0,0,0,1,0,0,94
1023,2019,1,0,0,0,1,0,0,130
1024,2013,0,0,0,1,1,0,0,117
1025,2015,0,0,0,1,1,0,0,137
1026,2013,1,0,0,0,1,0,0,139
1027,2016,0,0,0,1,1,0,0,111
1028,2014,1,0,0,0,1,0,0,103
1029,2020,1,0,0,0,1,0,0,120
1030,2020,0,0,0,1,1,0,0,98
1031,2014,0,0,0,1,1,0,0,130
1032,2020,1,0,0,0,1,0,0,96
1033,2020,0,1,0,0,1,0,0,61
1034,2020,1,0,0,0,1,0,0,90
1035,2020,1,0,0,0,1,0,0,139
1036,2020,1,0,0,0,1,0,0,94
1037,2016,1,0,0,0,1,0,0,92
1038,2020,1,0,0,0,0,1,9,0
1039,2020,1,0,0,0,1,0,0,63
1040,2002,1,0,0,0,1,0,0,88
1041,2013,0,0,1,0,1,0,0,105
1042,2018,1,0,0,0,1,0,0,140
1043,2020,0,0,0,1,1,0,0,103
1044,2014,0,0,1,0,1,0,0,102
1045,2020,0,0,1,0,1,0,0,93
1046,2018,0,0,0,1,1,0,0,133
1047,2018,0,0,0,1,1,0,0,157
1048,2019,0,0,0,1,1,0,0,116
1049,2019,0,0,1,0,1,0,0,112
1050,2018,0,0,1,0,1,0,0,96
1051,2017,0,1,0,0,1,0,0,127
1052,2020,0,1,0,0,0,1,1,0
1053,2019,1,0,0,0,1,0,0,130
1054,2018,1,0,0,0,1,0,0,93
1055,2016,0,0,0,1,1,0,0,138
1056,2016,0,0,0,1,1,0,0,138
1057,2017,0,1,0,0,1,0,0,92
1058,2018,0,0,0,1,1,0,0,110
1059,2020,1,0,0,0,1,0,0,102
1060,2020,0,0,0,1,1,0,0,113
1061,2020,1,0,0,0,1,0,0,96
1062,2020,0,0,0,1,1,0,0,108
1063,2020,0,0,0,1,1,0,0,94
1064,2020,1,0,0,0,1,0,0,99
1065,2010,1,0,0,0,1,0,0,98
1066,2020,1,0,0,0,1,0,0,97
1067,2020,1,0,0,0,1,0,0,135
1068,2019,0,0,0,1,1,0,0,93
1069,2019,1,0,0,0,1,0,0,94
1070,2015,0,0,0,1,1,0,0,117
1071,2020,1,0,0,0,1,0,0,63
1072,2018,0,0,1,0,1,0,0,73
1073,2020,0,0,1,0,1,0,0,91
1074,2020,1,0,0,0,1,0,0,93
1075,2009,0,0,1,0,1,0,0,101
1076,2020,0,1,0,0,1,0,0,93
1077,2018,0,0,0,1,1,0,0,96
1078,2016,0,0,0,1,1,0,0,112
1079,2020,0,1,0,0,1,0,0,72
1080,2019,0,0,1,0,1,0,0,112
1081,2016,0,0,0,1,1,0,0,72
1082,2011,0,0,1,0,1,0,0,92
1083,2008,1,0,0,0,1,0,0,109
1084,1998,0,0,0,1,1,0,0,155
1085,2018,1,0,0,0,1,0,0,109
1086,2020,0,0,1,0,1,0,0,115
1087,2020,1,0,0,0,1,0,0,97
1088,2011,0,0,1,0,1,0,0,103
1089,2020,0,1,0,0,0,1,2,0
1090,2020,0,1,0,0,1,0,0,24
1091,2020,0,0,0,1,1,0,0,110
1092,2020,1,0,0,0,1,0,0,97
1093,2020,0,0,1,0,1,0,0,94
1094,2020,1,0,0,0,1,0,0,107
1095,2020,1,0,0,0,1,0,0,97
1096,1998,1,0,0,0,1,0,0,103
1097,2020,1,0,0,0,1,0,0,88
1098,2016,0,0,0,1,1,0,0,111
1099,2019,1,0,0,0,1,0,0,94
1100,2020,1,0,0,0,1,0,0,33
1101,2016,0,0,0,1,1,0,0,110
1102,2020,0,0,0,1,1,0,0,98
1103,2020,1,0,0,0,1,0,0,81
1104,2020,0,0,1,0,1,0,0,104
1105,2020,1,0,0,0,0,1,1,0
1106,2019,1,0,0,0,1,0,0,121
1107,2020,0,0,0,1,1,0,0,100
1108,2019,1,0,0,0,1,0,0,97
1109,2017,0,0,1,0,1,0,0,75
1110,2020,0,0,1,0,1,0,0,102
1111,2012,0,0,0,1,1,0,0,158
1112,2014,0,0,0,1,1,0,0,102
1113,2009,0,0,1,0,1,0,0,203
1114,2020,0,0,1,0,1,0,0,92
1115,2018,1,0,0,0,1,0,0,104
1116,2020,0,1,0,0,1,0,0,72
1117,2020,1,0,0,0,1,0,0,113
1118,2019,1,0,0,0,1,0,0,93
1119,2016,1,0,0,0,1,0,0,119
1120,2012,1,0,0,0,1,0,0,105
1121,2020,0,0,0,1,1,0,0,113
1122,2014,0,0,1,0,1,0,0,93
1123,2020,1,0,0,0,1,0,0,44
1124,2020,0,0,0,1,1,0,0,110
1125,2020,1,0,0,0,1,0,0,90
1126,2020,1,0,0,0,1,0,0,82
1127,2018,0,0,0,1,1,0,0,69
1128,2020,0,1,0,0,1,0,0,46
1129,2020,0,0,0,1,1,0,0,94
1130,2020,0,0,1,0,1,0,0,72
1131,2020,0,0,0,1,1,0,0,95
1132,2020,0,1,0,0,1,0,0,71
1133,2020,1,0,0,0,1,0,0,64
1134,2020,1,0,0,0,1,0,0,92
1135,2017,1,0,0,0,1,0,0,80
1136,2020,1,0,0,0,1,0,0,104
1137,2020,0,1,0,0,1,0,0,25
1138,2017,1,0,0,0,1,0,0,111
1139,2018,1,0,0,0,1,0,0,99
1140,2020,0,1,0,0,1,0,0,83
1141,2020,1,0,0,0,1,0,0,150
1142,2020,1,0,0,0,1,0,0,108
1143,2020,0,1,0,0,1,0,0,44
1144,2017,1,0,0,0,1,0,0,102
1145,2020,1,0,0,0,1,0,0,137
1146,2016,1,0,0,0,1,0,0,112
1147,2019,1,0,0,0,1,0,0,102
1148,2020,1,0,0,0,1,0,0,103
1149,2020,1,0,0,0,1,0,0,136
1150,2020,1,0,0,0,1,0,0,84
1151,2020,0,0,0,1,1,0,0,114
1152,2020,0,0,0,1,1,0,0,110
1153,2016,1,0,0,0,1,0,0,103
1154,2020,0,0,1,0,1,0,0,106
1155,2020,0,1,0,0,1,0,0,46
1156,2019,1,0,0,0,1,0,0,115
1157,2020,1,0,0,0,1,0,0,140
1158,2020,1,0,0,0,1,0,0,124
1159,2020,0,0,0,1,1,0,0,133
1160,2020,0,0,1,0,1,0,0,91
1161,2019,0,0,1,0,1,0,0,30
1162,2019,1,0,0,0,1,0,0,105
1163,2020,1,0,0,0,1,0,0,58
1164,2018,0,0,0,1,1,0,0,87
1165,2019,1,0,0,0,1,0,0,95
1166,2020,0,0,0,1,1,0,0,90
1167,2018,1,0,0,0,1,0,0,102
1168,2019,0,0,0,1,1,0,0,98
1169,2018,0,0,0,1,1,0,0,104
1170,2020,1,0,0,0,1,0,0,89
1171,2020,1,0,0,0,1,0,0,62
1172,2016,1,0,0,0,1,0,0,104
1173,2018,0,0,0,1,1,0,0,101
1174,2020,1,0,0,0,1,0,0,126
1175,2019,1,0,0,0,0,1,1,0
1176,2018,1,0,0,0,1,0,0,89
1177,2020,0,0,0,1,1,0,0,96
1178,2018,1,0,0,0,1,0,0,91
1179,2012,0,0,1,0,1,0,0,86
1180,2019,1,0,0,0,1,0,0,89
1181,2012,0,0,0,1,1,0,0,151
1182,2011,0,0,0,1,1,0,0,116
1183,2012,0,0,0,1,1,0,0,110
1184,2013,1,0,0,0,1,0,0,123
1185,2013,0,0,0,1,1,0,0,139
1186,2016,1,0,0,0,1,0,0,95
1187,2013,0,0,0,1,1,0,0,121
1188,2015,0,0,1,0,1,0,0,127
1189,2015,0,0,0,1,1,0,0,162
1190,2015,0,0,0,1,1,0,0,128
1191,2014,0,0,0,1,1,0,0,112
1192,2020,1,0,0,0,0,1,1,0
1193,2013,1,0,0,0,1,0,0,125
1194,2013,0,0,0,1,1,0,0,128
1195,2014,0,0,1,0,1,0,0,120
1196,2011,1,0,0,0,1,0,0,86
1197,2014,1,0,0,0,1,0,0,107
1198,2012,0,0,1,0,1,0,0,129
1199,2014,0,0,0,1,1,0,0,135
1200,2019,1,0,0,0,1,0,0,97
1201,2019,0,0,0,1,1,0,0,125
1202,2012,0,0,0,1,1,0,0,162
1203,2015,1,0,0,0,1,0,0,136
1204,2014,1,0,0,0,1,0,0,138
1205,2011,1,0,0,0,1,0,0,126
1206,2013,0,0,1,0,1,0,0,137
1207,2011,0,0,0,1,1,0,0,114
1208,2013,0,0,0,1,1,0,0,96
1209,2020,1,0,0,0,1,0,0,107
1210,2020,1,0,0,0,1,0,0,89
1211,2017,0,0,0,1,1,0,0,94
1212,2019,1,0,0,0,1,0,0,148
1213,2020,1,0,0,0,1,0,0,82
1214,2019,0,0,0,1,1,0,0,95
1215,2019,0,1,0,0,0,1,1,0
1216,2020,1,0,0,0,1,0,0,120
1217,2015,1,0,0,0,1,0,0,115
1218,2019,1,0,0,0,1,0,0,107
1219,1999,1,0,0,0,1,0,0,105
1220,2014,1,0,0,0,1,0,0,134
1221,2007,0,0,0,1,1,0,0,128
1222,2019,1,0,0,0,1,0,0,103
1223,1990,1,0,0,0,1,0,0,114
1224,2020,1,0,0,0,1,0,0,102
1225,2020,1,0,0,0,1,0,0,52
1226,2011,0,0,0,1,1,0,0,86
1227,2020,0,1,0,0,1,0,0,104
1228,2019,1,0,0,0,1,0,0,76
1229,2020,0,0,1,0,1,0,0,99
1230,2020,0,0,0,1,1,0,0,124
1231,2019,0,0,0,1,1,0,0,117
1232,2016,1,0,0,0,1,0,0,107
1233,2019,0,0,0,1,1,0,0,135
1234,2020,1,0,0,0,1,0,0,126
1235,2015,0,0,0,1,1,0,0,164
1236,2006,0,0,0,1,1,0,0,166
1237,2020,1,0,0,0,1,0,0,94
1238,2020,1,0,0,0,1,0,0,92
1239,2020,1,0,0,0,1,0,0,52
1240,2020,0,0,0,1,1,0,0,112
1241,2017,0,0,1,0,1,0,0,90
1242,2017,1,0,0,0,1,0,0,101
1243,2019,1,0,0,0,1,0,0,84
1244,2020,1,0,0,0,1,0,0,112
1245,1997,0,0,0,1,1,0,0,136
1246,2020,0,1,0,0,1,0,0,110
1247,2020,1,0,0,0,1,0,0,93
1248,2020,1,0,0,0,1,0,0,90
1249,1994,0,0,0,1,1,0,0,130
1250,2020,1,0,0,0,1,0,0,128
1251,2020,0,0,1,0,1,0,0,104
1252,1979,1,0,0,0,1,0,0,131
1253,1989,1,0,0,0,1,0,0,109
1254,1982,1,0,0,0,1,0,0,129
1255,1958,0,0,0,1,1,0,0,73
1256,1956,0,0,0,1,1,0,0,104
1257,2019,0,0,0,1,1,0,0,114
1258,2020,0,1,0,0,1,0,0,86
1259,1963,1,0,0,0,1,0,0,194
1260,2010,1,0,0,0,1,0,0,76
1261,1954,0,0,0,1,1,0,0,116
1262,1970,1,0,0,0,1,0,0,130
1263,2014,0,0,1,0,1,0,0,85
1264,2018,1,0,0,0,1,0,0,108
1265,2020,0,0,1,0,1,0,0,81
1266,2012,0,0,0,1,1,0,0,76
1267,2016,0,0,0,1,1,0,0,92
1268,2013,0,0,1,0,1,0,0,85
1269,2019,0,0,0,1,1,0,0,108
1270,2019,1,0,0,0,1,0,0,120
1271,2020,0,0,0,1,1,0,0,117
1272,2020,0,0,0,1,1,0,0,100
1273,2020,1,0,0,0,1,0,0,101
1274,2020,1,0,0,0,1,0,0,156
1275,2020,1,0,0,0,1,0,0,55
1276,2018,0,0,1,0,1,0,0,96
1277,2014,1,0,0,0,1,0,0,104
1278,2008,0,0,0,1,1,0,0,101
1279,2020,0,0,0,1,0,1,5,0
1280,2009,1,0,0,0,1,0,0,113
1281,2018,1,0,0,0,1,0,0,126
1282,2017,0,0,0,1,1,0,0,98
1283,2020,1,0,0,0,1,0,0,114
1284,2020,0,0,0,1,1,0,0,132
1285,2018,0,0,0,1,1,0,0,92
1286,2020,1,0,0,0,1,0,0,90
1287,2016,0,0,0,1,1,0,0,86
1288,2014,0,0,0,1,1,0,0,103
1289,2020,0,0,0,1,1,0,0,114
1290,2019,1,0,0,0,1,0,0,115
1291,2019,0,0,0,1,0,1,15,0
1292,2020,1,0,0,0,1,0,0,149
1293,2017,0,0,0,1,1,0,0,102
1294,2017,1,0,0,0,1,0,0,105
1295,2007,1,0,0,0,1,0,0,114
1296,2017,1,0,0,0,1,0,0,94
1297,2008,0,0,0,1,1,0,0,106
1298,2006,0,0,0,1,1,0,0,116
1299,2006,0,0,0,1,1,0,0,109
1300,2012,1,0,0,0,1,0,0,100
1301,2008,0,0,0,1,1,0,0,116
1302,2004,0,0,0,1,1,0,0,111
1303,2006,0,0,1,0,1,0,0,95
1304,2011,0,0,0,1,1,0,0,135
1305,2019,1,0,0,0,1,0,0,95
